[[(2.0064744719410026, 2.101604497819959), (0.00038509604584085035, 2.1064656350411526), (0.0005446423300984971, 1.8079492627411193), (2.007846911196081, 1.8001999580859622)], [(2.0021420776889833, 0.30221852059434323), (0.004522861271521401, 0.3030903707812568), (0.0009300800115368768, 0.009711411586767048), (2.000973009133666, 0.00019773213988619754)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
24.5 (3.227271556854248,2.492065191268921) (0.08091621100902557,0.06386931240558624) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6681987619800897 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
24.75 (3.2470202445983887,2.507434368133545) (0.07899503409862518,0.06147627532482147) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6613246393271603 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
25.0 (3.26686692237854,2.522789239883423) (0.07938677072525024,0.061419740319252014) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.65848315761416 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
25.25 (3.2866101264953613,2.5380334854125977) (0.07897312939167023,0.06097719818353653) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6575119535671273 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
25.5 (3.3063294887542725,2.553227663040161) (0.0788770318031311,0.060776568949222565) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6565069810719377 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
25.75 (3.3265697956085205,2.568960428237915) (0.08096163719892502,0.06293120980262756) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6607433226368851 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
26.0 (3.346877098083496,2.58477520942688) (0.08122885227203369,0.06325897574424744) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6616640332971547 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
26.25 (3.3671071529388428,2.6005194187164307) (0.08091983199119568,0.06297652423381805) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6613424502795228 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
26.5 (3.3873302936553955,2.616262197494507) (0.08089278638362885,0.0629715770483017) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6614664007415139 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
26.75 (3.4075798988342285,2.6320369243621826) (0.0809982493519783,0.06309933215379715) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6618172865196973 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
27.0 (3.4278504848480225,2.6478378772735596) (0.08108261227607727,0.06320379674434662) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6621145869829217 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
27.25 (3.4481353759765625,2.6636569499969482) (0.08113951981067657,0.0632767602801323) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6623338371425395 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
27.5 (3.468430519104004,2.6794893741607666) (0.08118049800395966,0.06332990527153015) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6624961129505131 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
27.75 (3.4887306690216064,2.695329189300537) (0.08120016008615494,0.0633588656783104) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6626003927289366 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
28.0 (3.509033203125,2.7111730575561523) (0.08121015876531601,0.06337570399045944) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6626695529615997 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
28.25 (3.5293383598327637,2.7270209789276123) (0.0812205821275711,0.06339175254106522) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6627301099370834 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
28.5 (3.54964542388916,2.7428722381591797) (0.08122869580984116,0.06340500712394714) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6627830641779762 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
28.75 (3.5699522495269775,2.7587242126464844) (0.08122716844081879,0.06340747326612473) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6628110501612129 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
29.0 (3.5902557373046875,2.774573564529419) (0.0812140628695488,0.06339705735445023) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6628096312698899 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
29.25 (3.610551357269287,2.790414810180664) (0.08118204027414322,0.06336529552936554) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.662757854343942 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
29.5 (3.6308345794677734,2.8062429428100586) (0.0811326652765274,0.06331269443035126) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.662650139087885 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
29.75 (3.6511006355285645,2.822052240371704) (0.08106433600187302,0.06323675811290741) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6624767277736768 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
30.0 (3.6713430881500244,2.837834596633911) (0.08096987009048462,0.0631292536854744) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6622170561343741 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
30.25 (3.6915533542633057,2.8535797595977783) (0.08084142208099365,0.06298106163740158) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6618473177860352 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
30.5 (3.7117204666137695,2.869274854660034) (0.08066880702972412,0.06278034299612045) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6613361273396304 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
30.75 (3.731828212738037,2.8849008083343506) (0.08043064177036285,0.06250341981649399) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6606266765698435 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
31.0 (3.7518558502197266,2.9004335403442383) (0.080110564827919,0.062131382524967194) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6596663285173152 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
31.25 (3.7717835903167725,2.915849447250366) (0.07971057295799255,0.061664097011089325) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6584347994256713 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
31.5 (3.7915940284729004,2.9311270713806152) (0.07924149185419083,0.06111060082912445) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.656928160516669 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
31.75 (3.8112637996673584,2.9462380409240723) (0.07867921888828278,0.0604436919093132) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6550662310195786 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
32.0 (3.830761194229126,2.9611411094665527) (0.07798952609300613,0.059612520039081573) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6526319501118626 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
32.25 (3.8500490188598633,2.97579026222229) (0.07715174555778503,0.05859651416540146) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6495514912291328 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
